5,11,16,18
5,11,13
3,9,14,15,17,18
3,9,14,15,16,18
3,9,10,12,13
3,9,10,12,17,18
3,9,10,15,17,18
3,9,10,15,16,18
3,9,10,11,16,18
3,9,10,11,13
1,6,7,10,12,13
41,46,47,48,52,53,58,59
41,46,47,48,52,57,58,59
41,46,49,54,55,57,58,59
41,46,49,54,55,56,58,59
41,46,49,50,52,53,58,59
41,46,49,50,52,57,58,59
41,46,49,50,55,57,58,59
41,46,49,50,55,56,58,59
41,46,49,50,51,56,58,59
41,46,49,50,51,53,58,59
62,64,65
62,64,70,72,77,78
62,64,70,75,77,78
62,64,70,75,76
62,67,70,72,77,78
62,67,70,75,77,78
62,67,70,75,76
62,67,68,72,77,78
61,66,67,70,72,77,78
61,66,67,70,75,77,78
61,66,67,70,75,76
61,66,67,68,72,77,78
61,66,69,74,75,77,78
61,66,69,74,75,76
61,66,69,70,72,77,78
61,66,69,70,75,77,78
61,66,69,70,75,76
61,63,64,65
61,63,64,70,72,77,78
61,63,64,70,75,77,78
61,63,64,70,75,76
61,63,69,74,75,77,78
61,63,69,74,75,76
61,63,69,70,72,77,78
61,63,69,70,75,77,78
61,63,69,70,75,76
85,91,96,98
85,91,93
83,89,94,95,97,98
83,89,94,95,96,98
83,89,90,92,93
83,89,90,92,97,98
83,89,90,95,97,98
83,89,90,95,96,98
83,89,90,91,96,98
83,89,90,91,93
81,86,87,90,92,93
81,86,87,90,92,97,98
81,86,87,90,95,97,98
81,86,87,90,95,96,98
81,86,87,90,91,96,98
81,86,87,90,91,93
81,86,87,88,92,93
81,86,87,88,92,97,98
81,86,89,94,95,97,98
81,86,89,94,95,96,98
81,86,89,90,92,93
81,86,89,90,92,97,98
81,86,89,90,95,97,98
81,86,89,90,95,96,98
81,86,89,90,91,96,98
81,86,89,90,91,93
100,101,106,107,110,112,113
100,101,106,107,110,112,117,118
100,101,106,107,110,115,117,118
100,101,106,107,110,115,116
100,101,106,107,110,111
100,101,106,107,108,112,113
100,101,106,107,108,112,117,118
100,101,106,109,114,115,117,118
100,101,106,109,114,115,116
100,101,106,109,110,112,113
100,101,106,109,110,112,117,118
100,101,106,109,110,115,117,118
100,101,106,109,110,115,116
100,101,106,109,110,111
100,101,103,104,105
100,101,103,104,110,112,113
100,101,103,104,110,112,117,118
100,101,103,104,110,115,117,118
100,101,103,104,110,115,116
100,101,103,104,110,111
100,101,103,109,114,115,117,118
100,101,103,109,114,115,116
100,101,103,109,110,112,113
100,101,103,109,110,112,117,118
100,101,103,109,110,115,117,118
100,101,103,109,110,115,116
100,101,103,109,110,111
100,101,102,104,105
100,101,102,104,110,112,113
100,101,102,104,110,112,117,118
100,101,102,104,110,115,117,118
100,101,102,104,110,115,116
100,101,102,104,110,111
100,101,102,107,110,112,113
100,101,102,107,110,112,117,118
100,101,102,107,110,115,117,118
100,101,102,107,110,115,116
100,101,102,107,110,111
100,101,102,107,108,112,113
100,101,102,107,108,112,117,118
125,131,136,138,139
125,131,133,138,139
124,130,132,133,138,139
124,130,132,137,138,139
124,130,135,137,138,139
124,130,135,136,138,139
124,130,131,136,138,139
124,130,131,133,138,139
123,129,134,135,137,138,139
123,129,134,135,136,138,139
123,129,130,132,133,138,139
123,129,130,132,137,138,139
123,129,130,135,137,138,139
123,129,130,135,136,138,139
123,129,130,131,136,138,139
123,129,130,131,133,138,139
122,127,130,132,133,138,139
122,127,130,132,137,138,139
122,127,130,135,137,138,139
122,127,130,135,136,138,139
122,127,130,131,136,138,139
122,127,130,131,133,138,139
122,127,128,132,133,138,139
122,127,128,132,137,138,139
121,126,127,130,132,133,138,139
121,126,127,130,132,137,138,139
121,126,127,130,135,137,138,139
121,126,127,130,135,136,138,139
121,126,127,130,131,136,138,139
121,126,127,130,131,133,138,139
121,126,127,128,132,133,138,139
121,126,127,128,132,137,138,139
121,126,129,134,135,137,138,139
121,126,129,134,135,136,138,139
121,126,129,130,132,133,138,139
121,126,129,130,132,137,138,139
121,126,129,130,135,137,138,139
121,126,129,130,135,136,138,139
121,126,129,130,131,136,138,139
121,126,129,130,131,133,138,139
142,144,145
142,144,150,152,157,158
142,144,150,155,157,158
142,144,150,155,156
142,147,150,152,157,158
142,147,150,155,157,158
142,147,150,155,156
142,147,148,152,157,158
141,146,147,150,152,157,158
141,146,147,150,155,157,158
141,146,147,150,155,156
141,146,147,148,152,157,158
141,146,149,154,155,157,158
141,146,149,154,155,156
141,146,149,150,152,157,158
141,146,149,150,155,157,158
141,146,149,150,155,156
141,143,144,145
141,143,144,150,152,157,158
141,143,144,150,155,157,158
141,143,144,150,155,156
141,143,149,154,155,157,158
141,143,149,154,155,156
141,143,149,150,152,157,158
141,143,149,150,155,157,158
141,143,149,150,155,156
